text,category
"Borrower Undertaking: In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 36.0%.",Penalty
Mandatory Condition: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
Section 7.8: A dishonor penalty of Rs. 450 shall be charged for every cheque or NACH debit returned unpaid due to insufficient funds.,Penalty
"Clause 27: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
Section 31.7: The total fixed obligation to income ratio (FOIR) of the borrower including all existing debts must not exceed 50%.,Eligibility
Section 34.7: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 1.5% fee.,Prepayment
"Special Covenant: In the event the loan sanction is cancelled by the borrower, the upfront processing fee of INR 1,500 shall remain non-refundable.",Processing Fee
Important Stipulation: The Lender will issue an annual provisional and final interest certificate for the purpose of claiming income tax exemptions.,Tax
Important Stipulation: All statutory levies and stamp duties payable on this agreement shall be deposited with the competent treasury authority.,Tax
"Important Stipulation: An annual administrative account maintenance charge of Rs. 3,500 shall be debited every year on the anniversary date.",Hidden Charges
"General Obligation: Each monthly EMI of Rs. 42,800 shall be deducted automatically via electronic standing instruction from the designated bank account.",EMI
Important Stipulation: The Borrower shall inform the Bank in writing within 14 calendar days of any change in residential address or employment.,Other
The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
"Mandatory Condition: An inspection and collateral re-valuation fee of Rs. 1,200 will be charged to the loan account every 3 years.",Hidden Charges
"Borrower Undertaking: An inspection and collateral re-valuation fee of Rs. 1,200 will be charged to the loan account every 3 years.",Hidden Charges
Borrower Undertaking: A statement of account fee of Rs. 750 and interest certificate generation fee of Rs. 450 shall be levied.,Hidden Charges
Section 17.4: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
A penal interest rate of 3.0% per annum shall be charged on all overdue EMI payments for the exact period of delay.,Late Fee
"Mandatory Condition: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
"Important Stipulation: The agreed repayment period is 24 calendar months, concluding on the formal maturity date.",Loan Tenure
"Terms and Conditions: Any enhancement in statutory stamp duty, GST, or government levies shall be borne entirely by the borrower without exception.",Tax
"Borrower Undertaking: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
Terms and Conditions: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
"The agreed base lending rate is 8.75% per annum, payable in arrears at the conclusion of each calendar month.",Interest Rate
Clause 13: The current applicable rate of interest is 8.25% p.a. comprising the benchmark repo rate of 6.50% plus a credit spread of 3.50%.,Interest Rate
"General Obligation: In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 28.0%.",Penalty
"General Obligation: The initial EMI amount shall be Rs. 42,800 per month, subject to adjustment if the interest rate benchmark changes.",EMI
Terms and Conditions: The borrower shall pay foreclosure fees equivalent to 5.0% of the remaining unpaid principal at the date of payoff.,Foreclosure
Clause 5: Legal verification fee of INR 500 and technical valuation fees of INR 500 shall be recovered separately.,Hidden Charges
Mandatory Condition: Overdue monthly balances shall attract late payment charges at the rate of 2.0% per month until the default is fully cured.,Late Fee
Mandatory Condition: Any default exceeding 30 days delinquency will be reported to credit bureaus and may severely impair the borrower's credit rating.,Credit Score
"Borrower Undertaking: In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 18.0%.",Penalty
Mandatory Condition: Any request for tenure extension beyond the contracted 60 months shall be subject to fresh credit underwriting.,Loan Tenure
"Clause 8: A mandatory group loan protection insurance premium of INR 35,000 shall be debited and added to the principal balance.",Insurance
Mandatory Condition: Self-employed applicants must show audited financial accounts reflecting net profits for at least 4 consecutive assessment years.,Eligibility
Clause 5: Overdue monthly balances shall attract late payment charges at the rate of 24.0% per month until the default is fully cured.,Late Fee
Clause 34: A certified salary slip stamped by the employer along with Form 16 must be provided prior to final disbursement release.,Documentation
Section 37.9: Any dispute arising out of or in connection with this agreement shall be resolved through binding arbitration in Mumbai.,Other
Borrower Undertaking: Early closure and foreclosure of this commercial loan facility will attract a foreclosure compensation levy of 3.5%.,Foreclosure
"Mandatory Condition: The agreed base lending rate is 12.00% per annum, payable in arrears at the conclusion of each calendar month.",Interest Rate
"Borrower Undertaking: A document retrieval and duplicate statement issuance fee of Rs. 1,200 plus taxes shall apply to each physical service request.",Hidden Charges
Important Stipulation: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
Special Covenant: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 24.0% above regular interest rates.,Late Fee
"Terms and Conditions: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 500 plus 28.0% p.a. will be levied.",Late Fee
"Special Covenant: An annual administrative account maintenance charge of Rs. 2,500 shall be debited every year on the anniversary date.",Hidden Charges
The total fixed obligation to income ratio (FOIR) of the borrower including all existing debts must not exceed 60%.,Eligibility
